ID,Kp_Level,Kp_Range,Bz_Level,Bz_Range,Bt_Level,Bt_Range,Speed_Level,Speed_Range,Density_Level,Density_Range,Aurora_Probability_%,Aurora_Type,Aurora_Colors,Aurora_Structure,Latitude_Reach_°,Duration_Hours,Verdict_Category,Physics_Flag,Physics_Notes,Likelihood,Alert_Level,Viewing_Tip
1994,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,15.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
1995,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,16.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
1996,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,15.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
1997,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Low,3-7 p/cm³,16.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
1998,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,17.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
1999,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,High,15-25 p/cm³,19.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2000,Strong Storm,6-7,Strong Northward,>+10 nT,Very Strong,>25 nT,Extreme,>800 km/s,Very High,>25 p/cm³,20.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2001,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very Low,<3 p/cm³,11.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2002,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Low,3-7 p/cm³,12.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2003,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Normal,7-15 p/cm³,13.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2004,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,High,15-25 p/cm³,14.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2005,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Slow,<400 km/s,Very High,>25 p/cm³,15.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed | ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2006,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,14.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2007,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,15.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2008,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,16.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2009,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,High,15-25 p/cm³,18.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2010,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,19.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2011,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,19.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2012,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Low,3-7 p/cm³,20.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2013,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,21.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2014,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,High,15-25 p/cm³,23.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2015,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Fast,500-650 km/s,Very High,>25 p/cm³,24.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2016,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,23.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2017,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,25.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2018,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,26.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2019,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,29.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2020,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,30.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2021,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,29.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS) | ODD: High Kp with weak Bt (check Bz magnitude),Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2022,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Low,3-7 p/cm³,31.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2023,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,33.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2024,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,High,15-25 p/cm³,36.5,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2025,Strong Storm,6-7,Weak Northward,0 to +10 nT,Very Weak,<5 nT,Extreme,>800 km/s,Very High,>25 p/cm³,38.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ TIMING-DEPENDENT,ODD: High Kp with weak Bt (check Bz magnitude),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2026,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very Low,<3 p/cm³,14.0,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2027,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Low,3-7 p/cm³,14.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2028,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Normal,7-15 p/cm³,15.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2029,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,High,15-25 p/cm³,17.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2030,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Slow,<400 km/s,Very High,>25 p/cm³,17.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2031,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,17.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2032,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,18.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2033,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,19.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2034,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,High,15-25 p/cm³,21.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2035,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,22.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2036,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,22.8,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2037,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Low,3-7 p/cm³,24.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2038,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,25.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2039,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,High,15-25 p/cm³,27.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2040,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Fast,500-650 km/s,Very High,>25 p/cm³,29.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2041,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very Low,<3 p/cm³,28.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2042,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Low,3-7 p/cm³,29.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2043,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Normal,7-15 p/cm³,31.2,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2044,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,High,15-25 p/cm³,34.3,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2045,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Very Fast,650-800 km/s,Very High,>25 p/cm³,35.9,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2046,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very Low,<3 p/cm³,35.1,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,⚠️ RARE BUT POSSIBLE,RARE: Extreme speed with low density (rarefied HSS),Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2047,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Low,3-7 p/cm³,37.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2048,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Normal,7-15 p/cm³,39.0,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2049,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,High,15-25 p/cm³,42.9,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2050,Strong Storm,6-7,Weak Northward,0 to +10 nT,Weak,5-10 nT,Extreme,>800 km/s,Very High,>25 p/cm³,44.8,Minor,"Green, possibly yellow-green","Faint arcs, slow movement",60-65°,1-2,🔵 MINOR AURORA,✅ PHYSICALLY VALID,Normal conditions,Possible (30-50%),MONITOR: Weak Activity,Stay alert - conditions may improve
2051,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very Low,<3 p/cm³,15.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2052,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Low,3-7 p/cm³,16.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2053,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Normal,7-15 p/cm³,17.2,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2054,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,High,15-25 p/cm³,18.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2055,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Slow,<400 km/s,Very High,>25 p/cm³,19.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,⚠️ RARE BUT POSSIBLE,UNUSUAL: High density with slow speed,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2056,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very Low,<3 p/cm³,19.3,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2057,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Low,3-7 p/cm³,20.4,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2058,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Normal,7-15 p/cm³,21.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2059,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,High,15-25 p/cm³,23.6,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2060,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Moderate,400-500 km/s,Very High,>25 p/cm³,24.7,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2061,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Very Low,<3 p/cm³,25.1,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2062,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Low,3-7 p/cm³,26.5,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
2063,Strong Storm,6-7,Weak Northward,0 to +10 nT,Moderate,10-15 nT,Fast,500-650 km/s,Normal,7-15 p/cm³,27.9,Faint,Faint green glow,"Diffuse patches, minimal structure",65-70°,0.5-1,⚪ WEAK AURORA,✅ PHYSICALLY VALID,Normal conditions,Unlikely (10-30%),STANDBY: Minimal Activity,Northward Bz blocking - wait for Bz to turn southward
